dataset_id,canonical_smiles,murcko_scaffold,scaffold_key,split
D3R_000167,C#CCOc1ccccc1[C@@H]1NC(=O)[C@@H]2CCCCN21,O=C1N[C@@H](c2ccccc2)N2CCCC[C@@H]12,O=C1NC(c2ccccc2)N2CCCCC12,train
D3R_000168,C#CCSc1nc(C)c(CCC)c(=O)[nH]1,O=c1ccnc[nH]1,O=c1ccnc[nH]1,train
D3R_000169,C#CCSc1nc2ccc(OCC)cc2[nH]1,c1ccc2[nH]cnc2c1,c1ccc2[nH]cnc2c1,train
D3R_000170,C#CC[C@@H](C)OC(=O)c1cc(C)oc1C,c1ccoc1,c1ccoc1,train
D3R_000171,C#CC[C@@H](C)OC(=O)c1ccc(Br)s1,c1ccsc1,c1ccsc1,train
D3R_000172,C#CC[C@H](C)OC(=O)CCCc1csc(C)n1,c1cscn1,c1cscn1,train
D3R_000173,C#CC[C@H](N)c1cncc(Br)c1,c1ccncc1,c1ccncc1,train
D3R_000174,C#CC[C@H](Nc1nccc(OCc2ccccc2)n1)C(N)=O,c1ccc(COc2ccncn2)cc1,c1ccc(COc2ccncn2)cc1,train
D3R_000175,C#CCn1c(C)cc(CC)c1C#N,c1cc[nH]c1,c1cc[nH]c1,train
D3R_000176,C#CCn1cc(CN(C)C(=O)NC[C@@H]2CCCN(c3ncccn3)C2)cn1,O=C(NCc1cn[nH]c1)NC[C@@H]1CCCN(c2ncccn2)C1,O=C(NCc1cn[nH]c1)NCC1CCCN(c2ncccn2)C1,train
D3R_000177,C#CCn1cc(CN(C)Cc2ccc(F)c(C(F)(F)F)c2)cn1,c1ccc(CNCc2cn[nH]c2)cc1,c1ccc(CNCc2cn[nH]c2)cc1,train
D3R_000178,C#Cc1c(C)cc(=O)oc1C,O=c1cccco1,O=c1cccco1,train
D3R_000179,C#Cc1cc(F)c(NC(=O)N(C)C[C@H](O)CN2CCOCC2)c(F)c1,O=C(NCCCN1CCOCC1)Nc1ccccc1,O=C(NCCCN1CCOCC1)Nc1ccccc1,train
D3R_000180,C#Cc1cc(F)c(NC(=O)N2CC[S@](=O)C(C)(C)C2)c(F)c1,O=C(Nc1ccccc1)N1CCS(=O)CC1,O=C(Nc1ccccc1)N1CCS(=O)CC1,test
D3R_000181,C#Cc1cc(F)c(NC(=O)NC[C@@H](C)c2ccccc2OC)c(F)c1,O=C(NCCc1ccccc1)Nc1ccccc1,O=C(NCCc1ccccc1)Nc1ccccc1,train
D3R_000182,C#Cc1cc(F)c(NC(=O)NC[C@@]2(C)CCCC[C@H]2O)c(F)c1,O=C(NCC1CCCCC1)Nc1ccccc1,O=C(NCC1CCCCC1)Nc1ccccc1,valid
D3R_000183,C#Cc1cc(F)c(NC(=O)N[C@@H]2CCC[C@H](C(F)(F)F)C2)c(F)c1,O=C(Nc1ccccc1)NC1CCCCC1,O=C(Nc1ccccc1)NC1CCCCC1,train
D3R_000184,C#Cc1cc(F)c(NC(=O)[C@@H](C)n2cccc2)c(F)c1,O=C(Cn1cccc1)Nc1ccccc1,O=C(Cn1cccc1)Nc1ccccc1,train
D3R_000185,C#Cc1cc(F)c(NC(=O)[C@@H]2COc3ccc(OC)cc3C2)c(F)c1,O=C(Nc1ccccc1)[C@@H]1COc2ccccc2C1,O=C(Nc1ccccc1)C1COc2ccccc2C1,train
D3R_000186,C#Cc1cc(F)c(NC(=O)c2cc(Br)ccc2C)c(F)c1,O=C(Nc1ccccc1)c1ccccc1,O=C(Nc1ccccc1)c1ccccc1,train
D3R_000187,C#Cc1cc(F)c(NC(=O)c2ccc(F)c(Cl)c2)c(F)c1,O=C(Nc1ccccc1)c1ccccc1,O=C(Nc1ccccc1)c1ccccc1,train
D3R_000188,C#Cc1cc(F)c(NC(=O)c2ccc([S@](C)=O)cc2)c(F)c1,O=C(Nc1ccccc1)c1ccccc1,O=C(Nc1ccccc1)c1ccccc1,train
D3R_000189,C#Cc1ccc(C#C)cc1,c1ccccc1,c1ccccc1,train
D3R_000190,C#Cc1ccc(C2=CC3=CC=CC=CC3C2(C#N)C#N)cc1,C1=CC=C2C=C(c3ccccc3)CC2C=C1,C1=CC=C2C=C(c3ccccc3)CC2C=C1,train
D3R_000191,C#Cc1ccc(CN(Cc2ccccc2)Cc2nccs2)cc1,c1ccc(CN(Cc2ccccc2)Cc2nccs2)cc1,c1ccc(CN(Cc2ccccc2)Cc2nccs2)cc1,train
D3R_000192,C#Cc1ccc(N(C)C)cc1,c1ccccc1,c1ccccc1,train
D3R_000193,C#Cc1ccc(OC)cc1,c1ccccc1,c1ccccc1,train
D3R_000194,C#Cc1cccc(C2=CC3=CC=CC=CC3C2(C#N)C#N)c1,C1=CC=C2C=C(c3ccccc3)CC2C=C1,C1=CC=C2C=C(c3ccccc3)CC2C=C1,train
D3R_000195,C#Cc1cccc(N(CC(=O)N2CCC3(CC2)OCCO3)C(C)C)c1,O=C(CNc1ccccc1)N1CCC2(CC1)OCCO2,O=C(CNc1ccccc1)N1CCC2(CC1)OCCO2,train
D3R_000196,C#Cc1cccc(N(CC(=O)N[C@H](C)c2ccco2)C(C)C)c1,O=C(CNc1ccccc1)NCc1ccco1,O=C(CNc1ccccc1)NCc1ccco1,train
D3R_000197,C#Cc1cccc(NC(=O)C(=O)NCCc2c[nH]c3cccc(C)c23)c1,O=C(NCCc1c[nH]c2ccccc12)C(=O)Nc1ccccc1,O=C(NCCc1c[nH]c2ccccc12)C(=O)Nc1ccccc1,train
D3R_000198,C#Cc1cccc(NC(=O)CNC(=O)CNC(=O)c2cccc(C)c2)c1,O=C(CNC(=O)c1ccccc1)NCC(=O)Nc1ccccc1,O=C(CNC(=O)c1ccccc1)NCC(=O)Nc1ccccc1,train
D3R_000199,C#Cc1cccc(NC(=O)N2CCO[C@@H](c3ccc(Br)cc3)C2)c1,O=C(Nc1ccccc1)N1CCO[C@@H](c2ccccc2)C1,O=C(Nc1ccccc1)N1CCOC(c2ccccc2)C1,train
D3R_000200,C#Cc1cccc(NC(=O)NCc2cccnc2OCC(F)(F)F)c1,O=C(NCc1cccnc1)Nc1ccccc1,O=C(NCc1cccnc1)Nc1ccccc1,train
D3R_000201,C#Cc1cccc(NC(=O)NNc2ncccc2Cl)c1,O=C(NNc1ccccn1)Nc1ccccc1,O=C(NNc1ccccn1)Nc1ccccc1,train
D3R_000202,C#Cc1cccc(NC(=O)c2ccc(NC(=O)c3cccc(C#C)c3)cc2)c1,O=C(Nc1ccc(C(=O)Nc2ccccc2)cc1)c1ccccc1,O=C(Nc1ccc(C(=O)Nc2ccccc2)cc1)c1ccccc1,train
D3R_000203,C#Cc1cccc(NC(=O)c2ccccc2S(=O)(=O)N(C)c2ccccc2)c1,O=C(Nc1ccccc1)c1ccccc1S(=O)(=O)Nc1ccccc1,O=C(Nc1ccccc1)c1ccccc1S(=O)(=O)Nc1ccccc1,train
D3R_000204,C#Cc1cccc(NC(=O)c2cccn2C)c1,O=C(Nc1ccccc1)c1ccc[nH]1,O=C(Nc1ccccc1)c1ccc[nH]1,train
D3R_000205,C#Cc1cccc(NC(=S)NNC(=O)CCc2cc(Cl)cs2)c1,O=C(CCc1cccs1)NNC(=S)Nc1ccccc1,O=C(CCc1cccs1)NNC(=S)Nc1ccccc1,valid
D3R_000206,C#Cc1cccc(NC(=S)NNC(=O)Cn2ccc3ccc(Cl)cc32)c1,O=C(Cn1ccc2ccccc21)NNC(=S)Nc1ccccc1,O=C(Cn1ccc2ccccc21)NNC(=S)Nc1ccccc1,train
D3R_000207,C#Cc1cccc(NC(=S)NNC(=O)[C@@H](C)Oc2ccc(F)c(F)c2)c1,O=C(COc1ccccc1)NNC(=S)Nc1ccccc1,O=C(COc1ccccc1)NNC(=S)Nc1ccccc1,train
D3R_000208,C#Cc1cccc(NC(=S)NNC(=O)c2ccc(SC)nc2)c1,O=C(NNC(=S)Nc1ccccc1)c1cccnc1,O=C(NNC(=S)Nc1ccccc1)c1cccnc1,train
D3R_000209,C#Cc1cccc(NS(=O)(=O)c2cc(N)c(Cl)cc2C)c1,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1,train
D3R_000210,C#Cc1cccc(N[C@H](C)c2ccc(C)c(F)c2)c1,c1ccc(CNc2ccccc2)cc1,c1ccc(CNc2ccccc2)cc1,train
D3R_000211,C#Cc1ccccc1,c1ccccc1,c1ccccc1,train
D3R_000212,C#Cc1nccc2ccccc12,c1ccc2cnccc2c1,c1ccc2cnccc2c1,train
D3R_000213,C(#Cc1cc2cccccc-2c1)c1ccccc1,C(#Cc1cc2cccccc-2c1)c1ccccc1,C(#Cc1cc2cccccc-2c1)c1ccccc1,train
D3R_000214,C(#Cc1ccccc1)B1C=CC=CN1,C(#Cc1ccccc1)B1C=CC=CN1,C(#Cc1ccccc1)B1C=CC=CN1,train
D3R_000215,C(#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1,train
D3R_000216,C(#Cc1cccs1)c1cc2cccccc-2c1,C(#Cc1cccs1)c1cc2cccccc-2c1,C(#Cc1cccs1)c1cc2cccccc-2c1,train
D3R_000217,C(=C/c1cccc2c1OCCO2)\c1nc2ccccc2s1,C(=C/c1cccc2c1OCCO2)\c1nc2ccccc2s1,C(=Cc1cccc2c1OCCO2)c1nc2ccccc2s1,test
D3R_000218,C(=C/c1nccc2ccccc12)\c1ccc(N2CCOCC2)cc1,C(=C/c1nccc2ccccc12)\c1ccc(N2CCOCC2)cc1,C(=Cc1nccc2ccccc12)c1ccc(N2CCOCC2)cc1,train
D3R_000219,C(=C[SH]1c2ccccc21)Nc1ccccc1,C(=C[SH]1c2ccccc21)Nc1ccccc1,C(=C[SH]1c2ccccc21)Nc1ccccc1,valid
D3R_000220,C(=N/N(Cc1ccccc1)c1ccccc1)\c1ccccc1,C(=N/N(Cc1ccccc1)c1ccccc1)\c1ccccc1,C(=NN(Cc1ccccc1)c1ccccc1)c1ccccc1,train
D3R_000221,C(=N/c1ccc(Oc2ccc(/N=C/c3cccnc3)cc2)cc1)\c1cccnc1,C(=N/c1ccc(Oc2ccc(/N=C/c3cccnc3)cc2)cc1)\c1cccnc1,C(=Nc1ccc(Oc2ccc(N=Cc3cccnc3)cc2)cc1)c1cccnc1,test
D3R_000222,C(=N/c1ccc2c(c1)oc1ccccc12)\c1cccnc1,C(=N/c1ccc2c(c1)oc1ccccc12)\c1cccnc1,C(=Nc1ccc2c(c1)oc1ccccc12)c1cccnc1,train
D3R_000223,C(=N/c1ccc2c3c(cccc13)CC2)\c1ccc2c(c1)OCO2,C(=N/c1ccc2c3c(cccc13)CC2)\c1ccc2c(c1)OCO2,C(=Nc1ccc2c3c(cccc13)CC2)c1ccc2c(c1)OCO2,train
D3R_000224,C(=Nc1ccccc1)c1ccccc1,C(=Nc1ccccc1)c1ccccc1,C(=Nc1ccccc1)c1ccccc1,train
D3R_000225,C/C(=C/C(=O)N(C)C1CCS(=O)CC1)c1ccccc1Cl,O=C(C=Cc1ccccc1)NC1CCS(=O)CC1,O=C(C=Cc1ccccc1)NC1CCS(=O)CC1,train
D3R_000226,C/C(=C/C(=O)N(C)CC(=O)N(C)C)c1ccccc1OC(F)F,c1ccccc1,c1ccccc1,train
D3R_000227,C/C(=C/C(=O)N1CCN(Cc2nc(C)c(C)o2)CC1)c1ccccc1,O=C(C=Cc1ccccc1)N1CCN(Cc2ncco2)CC1,O=C(C=Cc1ccccc1)N1CCN(Cc2ncco2)CC1,valid
D3R_000228,C/C(=C/C(=O)N1CCOC[C@H]1C(N)=O)c1ccc(C(F)(F)F)cc1,O=C(C=Cc1ccccc1)N1CCOCC1,O=C(C=Cc1ccccc1)N1CCOCC1,train
D3R_000229,C/C(=C/C(=O)NC1C2CC3CC(C2)CC1C3)NNC(=O)C(=O)Nc1cccc2ccccc12,O=C(C=CNNC(=O)C(=O)Nc1cccc2ccccc12)NC1C2CC3CC(C2)CC1C3,O=C(C=CNNC(=O)C(=O)Nc1cccc2ccccc12)NC1C2CC3CC(C2)CC1C3,valid
D3R_000230,C/C(=C/C(=O)NCCC(=O)NC(C)C)c1cccc(C(F)(F)F)c1,c1ccccc1,c1ccccc1,train
D3R_000231,C/C(=C/C(=O)NC[C@@H]1CCCO1)NNC(=O)c1cccs1,O=C(C=CNNC(=O)c1cccs1)NC[C@@H]1CCCO1,O=C(C=CNNC(=O)c1cccs1)NCC1CCCO1,train
D3R_000232,C/C(=C/C(=O)NC[C@@](C)(O)c1cnn(C)c1)c1ccccc1F,O=C(C=Cc1ccccc1)NCCc1cn[nH]c1,O=C(C=Cc1ccccc1)NCCc1cn[nH]c1,train
D3R_000233,C/C(=C/C(=O)NN1CCCCC1=O)c1ccc(F)cc1F,O=C(C=Cc1ccccc1)NN1CCCCC1=O,O=C(C=Cc1ccccc1)NN1CCCCC1=O,train
D3R_000234,C/C(=C/C(=O)NNC(=O)CC(C)(C)C)c1ccc(F)cc1F,c1ccccc1,c1ccccc1,train
D3R_000235,C/C(=C/C(=O)N[C@H](C)C(=O)N1CCOCC1)c1ccccc1Cl,O=C(C=Cc1ccccc1)NCC(=O)N1CCOCC1,O=C(C=Cc1ccccc1)NCC(=O)N1CCOCC1,train
D3R_000236,C/C(=C/C(=O)N[C@H](C)c1ccc(NC(N)=O)cc1)c1ccccc1Cl,O=C(C=Cc1ccccc1)NCc1ccccc1,O=C(C=Cc1ccccc1)NCc1ccccc1,train
D3R_000237,C/C(=C/C(=O)N[C@H](C)c1ncc(C)s1)c1ccc(F)cc1F,O=C(C=Cc1ccccc1)NCc1nccs1,O=C(C=Cc1ccccc1)NCc1nccs1,train
D3R_000238,C/C(=C/C(=O)Nc1ccc(C[C@@H]2NC(=O)NC2=O)cc1)C(C)(C)C,O=C1NC(=O)[C@H](Cc2ccccc2)N1,O=C1NC(=O)C(Cc2ccccc2)N1,train
D3R_000239,C/C(=C/C(=O)Nc1ccc2c(c1)N(C)C(=O)CO2)c1ccc(F)cc1,O=C(C=Cc1ccccc1)Nc1ccc2c(c1)NC(=O)CO2,O=C(C=Cc1ccccc1)Nc1ccc2c(c1)NC(=O)CO2,train
D3R_000240,C/C(=C/C(=O)O[C@H](C)Cn1cccn1)C(C)(C)C,c1cn[nH]c1,c1cn[nH]c1,train
D3R_000241,C/C(=C/C(=O)O[C@H](C)c1ccccn1)c1ccccc1,O=C(C=Cc1ccccc1)OCc1ccccn1,O=C(C=Cc1ccccc1)OCc1ccccn1,train
D3R_000242,C/C(=C\C(=O)C(F)(F)F)N1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1,O=S(=O)(/C=C/c1ccccc1)N1CCNCC1,O=S(=O)(C=Cc1ccccc1)N1CCNCC1,train
D3R_000243,C/C(=C\C(=O)C(F)(F)F)NCc1ccc(F)cc1,c1ccccc1,c1ccccc1,train
D3R_000244,C/C(=C\C(=O)N1CCN(C(=O)c2ccoc2)CC1)C(C)(C)C,O=C(c1ccoc1)N1CCNCC1,O=C(c1ccoc1)N1CCNCC1,train
D3R_000245,C/C(=C\C(=O)N1CCN(CC(=O)Nc2cc(C)on2)CC1)C(C)(C)C,O=C(CN1CCNCC1)Nc1ccon1,O=C(CN1CCNCC1)Nc1ccon1,train
D3R_000246,C/C(=C\C(=O)NC[C@H]1CCCO1)NNC(=O)Cc1cccc2ccccc12,O=C(C=CNNC(=O)Cc1cccc2ccccc12)NC[C@H]1CCCO1,O=C(C=CNNC(=O)Cc1cccc2ccccc12)NCC1CCCO1,train
D3R_000247,C/C(=C\C(=O)NC[C@H]1CCS(=O)(=O)C1)CCc1ccccc1,O=C(C=CCCc1ccccc1)NC[C@H]1CCS(=O)(=O)C1,O=C(C=CCCc1ccccc1)NCC1CCS(=O)(=O)C1,train
D3R_000248,C/C(=C\C(=O)Nc1ccc(Cl)cn1)NNC(=O)COc1ccc(Cl)cc1Cl,O=C(C=CNNC(=O)COc1ccccc1)Nc1ccccn1,O=C(C=CNNC(=O)COc1ccccc1)Nc1ccccn1,valid
D3R_000249,C/C(=C\C(=O)Nc1ccc2c(c1)OCO2)NNC(=O)c1ccc2ccccc2c1O,O=C(C=CNNC(=O)c1ccc2ccccc2c1)Nc1ccc2c(c1)OCO2,O=C(C=CNNC(=O)c1ccc2ccccc2c1)Nc1ccc2c(c1)OCO2,train
D3R_000250,C/C(=C\C(=O)Nc1cccc(Cl)c1)NNC(=O)c1ccccc1O,O=C(C=CNNC(=O)c1ccccc1)Nc1ccccc1,O=C(C=CNNC(=O)c1ccccc1)Nc1ccccc1,train
D3R_000251,C/C(=C\C(=O)Nc1ccccc1)NNC(=O)COc1ccccc1Br,O=C(C=CNNC(=O)COc1ccccc1)Nc1ccccc1,O=C(C=CNNC(=O)COc1ccccc1)Nc1ccccc1,train
D3R_000252,C/C(=C\C(=O)c1cccnc1)Nc1ccc(C)cc1C,O=C(C=CNc1ccccc1)c1cccnc1,O=C(C=CNc1ccccc1)c1cccnc1,valid
D3R_000253,C/C(=C\C(=O)c1sccc1Cl)N(C)C,c1ccsc1,c1ccsc1,train
D3R_000254,C/C(=C\c1ccc(Cl)cc1)C(=O)N(C)Cc1cnn(C)c1,O=C(C=Cc1ccccc1)NCc1cn[nH]c1,O=C(C=Cc1ccccc1)NCc1cn[nH]c1,train
D3R_000255,C/C(=C\c1ccc(Cl)cc1)C(=O)Nc1cccc(F)c1,O=C(C=Cc1ccccc1)Nc1ccccc1,O=C(C=Cc1ccccc1)Nc1ccccc1,train
D3R_000256,C/C(=N/N=C(/N)S)c1ccc(C)cc1,c1ccccc1,c1ccccc1,train
D3R_000257,C/C(=N/NC(=O)CN(c1cccc(Br)c1)S(C)(=O)=O)c1ccc(F)cc1,O=C(CNc1ccccc1)NN=Cc1ccccc1,O=C(CNc1ccccc1)NN=Cc1ccccc1,train
D3R_000258,C/C(=N/NC(=O)COc1ccccc1F)c1cccnc1,O=C(COc1ccccc1)NN=Cc1cccnc1,O=C(COc1ccccc1)NN=Cc1cccnc1,test
D3R_000259,C/C(=N/NC(=O)Cc1csc(N2CCOCC2)n1)c1ccc(OC(F)F)cc1,O=C(Cc1csc(N2CCOCC2)n1)NN=Cc1ccccc1,O=C(Cc1csc(N2CCOCC2)n1)NN=Cc1ccccc1,test
D3R_000260,C/C(=N/NC(=O)Cn1cnc2ccccc21)c1ccncc1,O=C(Cn1cnc2ccccc21)NN=Cc1ccncc1,O=C(Cn1cnc2ccccc21)NN=Cc1ccncc1,test
D3R_000261,C/C(=N/NC(=O)Cn1nccc1C)c1ccc2ccccc2c1,O=C(Cn1cccn1)NN=Cc1ccc2ccccc2c1,O=C(Cn1cccn1)NN=Cc1ccc2ccccc2c1,valid
D3R_000262,C/C(=N/NC(=O)N[C@@H]1CCS(=O)(=O)C1)c1ccc2c(c1)CCC2,O=C(NN=Cc1ccc2c(c1)CCC2)N[C@@H]1CCS(=O)(=O)C1,O=C(NN=Cc1ccc2c(c1)CCC2)NC1CCS(=O)(=O)C1,valid
D3R_000263,C/C(=N/NC(=O)[C@@H]1C=C(c2cccs2)N=N1)c1ccc(C)cc1,O=C(NN=Cc1ccccc1)[C@@H]1C=C(c2cccs2)N=N1,O=C(NN=Cc1ccccc1)C1C=C(c2cccs2)N=N1,test
D3R_000264,C/C(=N/NC(=O)[C@@H]1COc2cc3ccccc3cc2O1)c1ccccc1,O=C(NN=Cc1ccccc1)[C@@H]1COc2cc3ccccc3cc2O1,O=C(NN=Cc1ccccc1)C1COc2cc3ccccc3cc2O1,test
D3R_000265,C/C(=N/NC(=O)c1cccc(F)c1)c1cccc(NC(=O)C(F)(F)F)c1,O=C(NN=Cc1ccccc1)c1ccccc1,O=C(NN=Cc1ccccc1)c1ccccc1,train
D3R_000266,C/C(=N/NC(=O)c1cccn1C)c1ccc(Oc2ccccc2)cc1,O=C(NN=Cc1ccc(Oc2ccccc2)cc1)c1ccc[nH]1,O=C(NN=Cc1ccc(Oc2ccccc2)cc1)c1ccc[nH]1,train
D3R_000267,C/C(=N/NS(=O)(=O)c1ccccc1)c1cccc(NC(=O)C2CCCCC2)c1,O=C(Nc1cccc(C=NNS(=O)(=O)c2ccccc2)c1)C1CCCCC1,O=C(Nc1cccc(C=NNS(=O)(=O)c2ccccc2)c1)C1CCCCC1,valid
D3R_000268,C/C(=N/Nc1cc(Cl)ncn1)c1ccc(Cl)cc1,C(=NNc1ccncn1)c1ccccc1,C(=NNc1ccncn1)c1ccccc1,train
D3R_000269,C/C(=N/Nc1nc(Cl)c(C#N)c(Cl)c1Cl)c1ccccn1,C(=NNc1ccccn1)c1ccccn1,C(=NNc1ccccn1)c1ccccn1,test
D3R_000270,C/C(=N/O)C(C)(C)Nc1cccc(Br)c1,c1ccccc1,c1ccccc1,train
D3R_000271,C/C(=N/O)c1cc(F)ccc1OCC[C@H]1CCCO1,c1ccc(OCC[C@H]2CCCO2)cc1,c1ccc(OCCC2CCCO2)cc1,train
D3R_000272,C/C(=N/O)c1cc(F)ccc1OCc1cc(F)ccc1F,c1ccc(COc2ccccc2)cc1,c1ccc(COc2ccccc2)cc1,train
D3R_000273,C/C(=N/O)c1ccc2c3ccccc3n(C)c2c1,c1ccc2c(c1)[nH]c1ccccc12,c1ccc2c(c1)[nH]c1ccccc12,train
D3R_000274,C/C(=N/O)c1cccc(NC(=O)c2ccc(C)cc2F)c1,O=C(Nc1ccccc1)c1ccccc1,O=C(Nc1ccccc1)c1ccccc1,train
D3R_000275,C/C(=N/O)c1sc(=O)n(C)c1C,O=c1[nH]ccs1,O=c1[nH]ccs1,train
D3R_000276,C/C(=N/OC(=O)Nc1ccc(Cl)cc1)c1ccco1,O=C(Nc1ccccc1)ON=Cc1ccco1,O=C(Nc1ccccc1)ON=Cc1ccco1,train
D3R_000277,C/C(=N/OCC(=O)N/N=C/c1ccco1)c1cccs1,O=C(CON=Cc1cccs1)N/N=C/c1ccco1,O=C(CON=Cc1cccs1)NN=Cc1ccco1,valid
D3R_000278,C/C(=N/OCC(=O)Nc1c(C)cccc1C)c1ccc2c(c1)CCO2,O=C(CON=Cc1ccc2c(c1)CCO2)Nc1ccccc1,O=C(CON=Cc1ccc2c(c1)CCO2)Nc1ccccc1,valid
D3R_000279,C/C(=N/OCc1ccc(F)cc1Cl)c1cnn(C)c1,C(=NOCc1ccccc1)c1cn[nH]c1,C(=NOCc1ccccc1)c1cn[nH]c1,train
D3R_000280,C/C(=N/OCc1cccc(Br)c1C)c1cnn(C)c1,C(=NOCc1ccccc1)c1cn[nH]c1,C(=NOCc1ccccc1)c1cn[nH]c1,train
D3R_000281,C/C(=N\NC(=N)S[C@H]1CC(=O)N(c2ccc(Cl)cc2)C1=O)c1cccs1,N=C(NN=Cc1cccs1)S[C@H]1CC(=O)N(c2ccccc2)C1=O,N=C(NN=Cc1cccs1)SC1CC(=O)N(c2ccccc2)C1=O,valid
D3R_000282,C/C(=N\NC(=O)C(=O)Nc1ccc(C)cc1)c1ccncc1,O=C(NN=Cc1ccncc1)C(=O)Nc1ccccc1,O=C(NN=Cc1ccncc1)C(=O)Nc1ccccc1,train
D3R_000283,C/C(=N\NC(=O)C(c1ccccc1)c1ccccc1)C(C)(C)C,c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,train
D3R_000284,C/C(=N\NC(=O)CN1CCN(c2ccccc2)CC1)c1cccnc1,O=C(CN1CCN(c2ccccc2)CC1)NN=Cc1cccnc1,O=C(CN1CCN(c2ccccc2)CC1)NN=Cc1cccnc1,train
D3R_000285,C/C(=N\NC(=O)COc1ccccc1C#N)c1ccc2c(c1)CCCC2,O=C(COc1ccccc1)NN=Cc1ccc2c(c1)CCCC2,O=C(COc1ccccc1)NN=Cc1ccc2c(c1)CCCC2,test
D3R_000286,C/C(=N\NC(=O)COc1ccccc1C)c1cccs1,O=C(COc1ccccc1)NN=Cc1cccs1,O=C(COc1ccccc1)NN=Cc1cccs1,train
D3R_000287,C/C(=N\NC(=O)CSc1nc2ccccc2[nH]1)C1CCCCC1,O=C(CSc1nc2ccccc2[nH]1)NN=CC1CCCCC1,O=C(CSc1nc2ccccc2[nH]1)NN=CC1CCCCC1,test
D3R_000288,C/C(=N\NC(=O)Cc1cccc2ccccc12)c1cccc(O)c1,O=C(Cc1cccc2ccccc12)NN=Cc1ccccc1,O=C(Cc1cccc2ccccc12)NN=Cc1ccccc1,train
D3R_000289,C/C(=N\NC(=O)[C@@H](C)Oc1ccc2c(c1)OCO2)c1ccncc1,O=C(COc1ccc2c(c1)OCO2)NN=Cc1ccncc1,O=C(COc1ccc2c(c1)OCO2)NN=Cc1ccncc1,train
D3R_000290,C/C(=N\NC(=O)[C@@H](C)Sc1ccccn1)c1ccc(C(C)(C)C)cc1,O=C(CSc1ccccn1)NN=Cc1ccccc1,O=C(CSc1ccccn1)NN=Cc1ccccc1,train
D3R_000291,C/C(=N\NC(=O)[C@@H]1CC(=O)N(Cc2ccccc2)C1)C(C)(C)C,O=C1CCCN1Cc1ccccc1,O=C1CCCN1Cc1ccccc1,train
D3R_000292,C/C(=N\NC(=O)[C@@H]1COc2ccccc2O1)c1ccc(Br)s1,O=C(NN=Cc1cccs1)[C@@H]1COc2ccccc2O1,O=C(NN=Cc1cccs1)C1COc2ccccc2O1,test
D3R_000293,C/C(=N\NC(=O)c1ccc(C)o1)c1cccnc1,O=C(NN=Cc1cccnc1)c1ccco1,O=C(NN=Cc1cccnc1)c1ccco1,valid
D3R_000294,C/C(=N\NC(=O)c1ccc(N2CCCC2=O)cc1)c1ccncc1,O=C(NN=Cc1ccncc1)c1ccc(N2CCCC2=O)cc1,O=C(NN=Cc1ccncc1)c1ccc(N2CCCC2=O)cc1,train
D3R_000295,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc(Cl)cc1Cl,O=C(NN=Cc1ccccc1)c1cccc(S(=O)(=O)N2CCOCC2)c1,O=C(NN=Cc1ccccc1)c1cccc(S(=O)(=O)N2CCOCC2)c1,valid
D3R_000296,C/C(=N\NC(=O)c1cccs1)c1ccc(C)c(C)c1,O=C(NN=Cc1ccccc1)c1cccs1,O=C(NN=Cc1ccccc1)c1cccs1,train
D3R_000297,C/C(=N\NC(=O)c1cccs1)c1cccnc1,O=C(NN=Cc1cccnc1)c1cccs1,O=C(NN=Cc1cccnc1)c1cccs1,train
D3R_000298,C/C(=N\NC(=S)[C@H]1COc2ccccc2O1)[C@H]1COc2ccccc2O1,S=C(NN=C[C@H]1COc2ccccc2O1)[C@H]1COc2ccccc2O1,S=C(NN=CC1COc2ccccc2O1)C1COc2ccccc2O1,test
D3R_000299,C/C(=N\Nc1ccccn1)c1ccc(C(C)(C)C)cc1,C(=NNc1ccccn1)c1ccccc1,C(=NNc1ccccn1)c1ccccc1,train
D3R_000300,C/C(=N\Nc1nc2ccccc2s1)c1ccc(Cl)cc1,C(=NNc1nc2ccccc2s1)c1ccccc1,C(=NNc1nc2ccccc2s1)c1ccccc1,train
D3R_000301,C/C(=N\S(=O)(=O)c1ccc(C)cc1)N1CCN(S(=O)(=O)c2ccccc2)C1,O=S(=O)(N=CN1CCN(S(=O)(=O)c2ccccc2)C1)c1ccccc1,O=S(=O)(N=CN1CCN(S(=O)(=O)c2ccccc2)C1)c1ccccc1,train
D3R_000302,C/C(C#N)=C1\Nc2ccccc2N1C,C=C1Nc2ccccc2N1,C=C1Nc2ccccc2N1,valid
D3R_000303,C/C(CC(=O)NC(C)(C)C)=N\NC(=O)c1cccc(C)c1O,c1ccccc1,c1ccccc1,train
D3R_000304,C/C(CC(=O)Nc1ccc(N(C)C)cc1)=N/NC(=O)c1ccccn1,O=C(CC=NNC(=O)c1ccccn1)Nc1ccccc1,O=C(CC=NNC(=O)c1ccccn1)Nc1ccccc1,valid
